Reporting_Date,Customer_ID,Region,Customer_Segment,Age,Tenure_Months,Acquisition_Channel,Plan,Active_Flag,Data_Usage_GB,Voice_Minutes,SMS_Count,Base_Monthly_Fee_GHS,Gross_Revenue_GHS,Promotion_Flag,Discount_GHS,Net_Revenue_GHS,Acquisition_Cost_GHS,Direct_Cost_GHS,Contribution_GHS,Contribution_Margin_Pct,Churn_Flag,Campaign_ID,Competitor_Price_Index,Market_Share_Pct,Target_Revenue_GHS,Revenue_Variance_GHS,Revenue_Variance_Pct
6/30/2025,CUST-003079,Western,Corporate,29 ,52 ,Call Centre,Basic,1,2.30 ,95 ,18 ,35 ,44.47 ,0,0.00 ,44.47 ,0.00 ,9.97 ,34.50 ,77.58 ,0,CMP-005,95.35 ,23.38 ,48.91 ,(4.44),(9.08)
6/30/2025,CUST-003086,Upper East,Mass Market,34 ,54 ,Retail Shop,Premium,0,9.15 ,30 ,17 ,160 ,180.52 ,0,0.00 ,180.52 ,0.00 ,22.46 ,158.06 ,87.56 ,1,CMP-002,105.84 ,14.79 ,195.65 ,(15.13),(7.73)
6/30/2025,CUST-003089,Upper East,SME,39 ,8 ,Digital,Basic,1,2.36 ,56 ,16 ,35 ,41.26 ,0,0.00 ,41.26 ,0.00 ,10.78 ,30.48 ,73.87 ,0,CMP-001,104.78 ,17.62 ,41.93 ,(0.67),(1.60)
6/30/2025,CUST-003099,Greater Accra,Mass Market,21 ,36 ,Partner,Business,1,5.14 ,169 ,17 ,300 ,322.76 ,1,55.50 ,267.26 ,0.00 ,17.26 ,250.00 ,93.54 ,0,NONE,90.92 ,32.26 ,312.35 ,(45.09),(14.44)
6/30/2025,CUST-003112,Upper West,Corporate,34 ,74 ,Corporate Sales,Data Plus,1,0.74 ,123 ,20 ,70 ,78.35 ,0,0.00 ,78.35 ,0.00 ,7.18 ,71.17 ,90.84 ,0,NONE,110.01 ,16.89 ,80.13 ,(1.78),(2.22)
6/30/2025,CUST-003112,Eastern,Mass Market,39 ,35 ,Corporate Sales,Smart,1,5.00 ,105 ,14 ,100 ,112.18 ,0,0.00 ,112.18 ,0.00 ,15.93 ,96.25 ,85.80 ,0,NONE,97.83 ,25.09 ,110.46 ,1.72 ,1.56 
6/30/2025,CUST-003133,Greater Accra,Corporate,31 ,61 ,Retail Shop,Data Plus,0,2.68 ,51 ,18 ,70 ,76.71 ,0,0.00 ,76.71 ,0.00 ,9.40 ,67.31 ,87.75 ,0,NONE,96.77 ,32.38 ,79.72 ,(3.01),(3.78)
6/30/2025,CUST-003144,Western,Professional,25 ,11 ,Call Centre,Data Plus,1,2.36 ,102 ,23 ,70 ,79.18 ,0,0.00 ,79.18 ,0.00 ,10.20 ,68.98 ,87.12 ,0,NONE,100.70 ,23.76 ,84.51 ,(5.33),(6.31)
6/30/2025,CUST-003151,Greater Accra,Professional,40 ,39 ,Call Centre,Business,1,5.92 ,37 ,21 ,300 ,310.98 ,0,0.00 ,310.98 ,0.00 ,14.19 ,296.79 ,95.44 ,0,NONE,102.26 ,28.82 ,343.87 ,(32.89),(9.56)
6/30/2025,CUST-003169,Ahafo,SME,29 ,44 ,Digital,Basic,1,3.58 ,35 ,19 ,35 ,47.60 ,0,0.00 ,47.60 ,0.00 ,13.80 ,33.80 ,71.01 ,0,CMP-001,95.71 ,20.83 ,50.09 ,(2.49),(4.97)
6/30/2025,CUST-003184,Greater Accra,Youth,36 ,22 ,Corporate Sales,Data Plus,1,1.32 ,102 ,10 ,70 ,78.43 ,0,0.00 ,78.43 ,0.00 ,10.12 ,68.31 ,87.10 ,0,CMP-002,101.37 ,33.57 ,76.46 ,1.97 ,2.58 
6/30/2025,CUST-003192,Volta,Youth,27 ,17 ,Retail Shop,Premium,0,6.66 ,42 ,18 ,160 ,176.52 ,1,37.21 ,139.31 ,0.00 ,15.27 ,124.04 ,89.04 ,0,CMP-002,101.85 ,19.90 ,171.38 ,(32.07),(18.71)
6/30/2025,CUST-003213,Western,Professional,43 ,54 ,Digital,Business,1,20.63 ,109 ,20 ,300 ,343.74 ,0,0.00 ,343.74 ,0.00 ,35.45 ,308.29 ,89.69 ,0,NONE,97.47 ,25.70 ,384.53 ,(40.79),(10.61)
6/30/2025,CUST-003213,Greater Accra,Mass Market,21 ,19 ,Retail Shop,Smart,1,2.12 ,183 ,20 ,100 ,112.84 ,1,9.09 ,103.75 ,0.00 ,13.14 ,90.61 ,87.33 ,0,CMP-002,103.40 ,34.20 ,120.72 ,(16.97),(14.06)
6/30/2025,CUST-003218,Central,Youth,41 ,14 ,Agent,Basic,1,1.58 ,87 ,13 ,35 ,43.73 ,0,0.00 ,43.73 ,0.00 ,6.06 ,37.67 ,86.14 ,0,NONE,96.16 ,19.50 ,48.91 ,(5.18),(10.59)
6/30/2025,CUST-003223,Greater Accra,Youth,18 ,26 ,Partner,Smart,1,2.01 ,99 ,16 ,100 ,109.05 ,0,0.00 ,109.05 ,0.00 ,8.81 ,100.24 ,91.92 ,0,NONE,92.82 ,31.54 ,105.35 ,3.70 ,3.51 
6/30/2025,CUST-003263,Bono,Youth,50 ,21 ,Partner,Smart,1,3.66 ,166 ,23 ,100 ,117.52 ,1,14.85 ,102.67 ,0.00 ,11.87 ,90.80 ,88.44 ,0,NONE,108.90 ,18.26 ,124.73 ,(22.06),(17.69)
6/30/2025,CUST-003277,Eastern,Mass Market,35 ,22 ,Agent,Basic,1,1.72 ,75 ,14 ,35 ,42.82 ,0,0.00 ,42.82 ,0.00 ,5.73 ,37.09 ,86.62 ,0,CMP-001,91.95 ,26.36 ,43.54 ,(0.72),(1.65)
6/30/2025,CUST-003282,Upper East,Mass Market,39 ,29 ,Retail Shop,Smart,1,2.10 ,117 ,13 ,100 ,110.42 ,0,0.00 ,110.42 ,0.00 ,12.05 ,98.37 ,89.09 ,0,NONE,102.85 ,15.87 ,114.12 ,(3.70),(3.24)
6/30/2025,CUST-003290,Western,Professional,18 ,18 ,Digital,Basic,0,1.09 ,25 ,17 ,35 ,39.53 ,0,0.00 ,39.53 ,0.00 ,7.63 ,31.90 ,80.70 ,0,CMP-001,104.52 ,23.33 ,38.24 ,1.29 ,3.37 
6/30/2025,CUST-003290,Northern,Corporate,30 ,62 ,Agent,Premium,1,9.47 ,223 ,19 ,160 ,193.80 ,0,0.00 ,193.80 ,0.00 ,30.02 ,163.78 ,84.51 ,0,CMP-001,104.08 ,17.67 ,210.64 ,(16.84),(7.99)
6/30/2025,CUST-003297,Northern,Mass Market,18 ,84 ,Digital,Premium,1,3.68 ,90 ,23 ,160 ,171.15 ,0,0.00 ,171.15 ,0.00 ,9.36 ,161.79 ,94.53 ,0,NONE,100.27 ,17.42 ,187.41 ,(16.26),(8.68)
6/30/2025,CUST-003300,Western,Youth,27 ,9 ,Call Centre,Smart,1,1.89 ,85 ,15 ,100 ,109.24 ,1,12.56 ,96.68 ,0.00 ,8.96 ,87.72 ,90.73 ,0,CMP-002,100.85 ,25.19 ,120.99 ,(24.31),(20.09)
6/30/2025,CUST-003331,Greater Accra,Professional,38 ,36 ,Agent,Premium,1,5.67 ,45 ,25 ,160 ,175.67 ,0,0.00 ,175.67 ,0.00 ,14.51 ,161.16 ,91.74 ,0,NONE,87.76 ,35.83 ,188.89 ,(13.22),(7.00)
6/30/2025,CUST-003334,Bono,Mass Market,26 ,36 ,Retail Shop,Smart,1,3.25 ,60 ,19 ,100 ,108.68 ,0,0.00 ,108.68 ,0.00 ,9.09 ,99.59 ,91.64 ,0,NONE,95.67 ,18.26 ,105.76 ,2.92 ,2.76 
6/30/2025,CUST-003337,Central,Corporate,26 ,21 ,Digital,Data Plus,1,1.56 ,50 ,23 ,70 ,75.61 ,0,0.00 ,75.61 ,0.00 ,7.91 ,67.70 ,89.54 ,0,NONE,98.34 ,21.16 ,76.30 ,(0.69),(0.90)
6/30/2025,CUST-003347,Eastern,Youth,57 ,12 ,Agent,Smart,1,7.30 ,66 ,17 ,100 ,124.36 ,0,0.00 ,124.36 ,0.00 ,16.78 ,107.58 ,86.51 ,0,NONE,103.95 ,28.27 ,120.60 ,3.76 ,3.12 
6/30/2025,CUST-003363,Greater Accra,Professional,36 ,12 ,Corporate Sales,Smart,1,3.98 ,128 ,20 ,100 ,110.59 ,1,12.84 ,97.75 ,0.00 ,14.81 ,82.94 ,84.85 ,0,CMP-001,106.88 ,33.32 ,114.47 ,(16.72),(14.61)
6/30/2025,CUST-003367,Volta,Youth,43 ,11 ,Agent,Data Plus,1,2.03 ,117 ,17 ,70 ,80.26 ,0,0.00 ,80.26 ,0.00 ,10.86 ,69.40 ,86.47 ,0,CMP-002,103.13 ,17.93 ,78.56 ,1.70 ,2.16 
6/30/2025,CUST-003387,Greater Accra,Professional,36 ,27 ,Corporate Sales,Smart,1,6.73 ,61 ,19 ,100 ,115.62 ,0,0.00 ,115.62 ,0.00 ,13.58 ,102.04 ,88.25 ,0,NONE,104.12 ,35.95 ,123.42 ,(7.80),(6.32)
6/30/2025,CUST-003394,Greater Accra,SME,28 ,23 ,Partner,Data Plus,1,2.59 ,87 ,24 ,70 ,80.61 ,0,0.00 ,80.61 ,0.00 ,12.88 ,67.73 ,84.02 ,1,CMP-004,104.24 ,32.97 ,85.02 ,(4.41),(5.19)
6/30/2025,CUST-003399,Greater Accra,SME,33 ,24 ,Agent,Business,1,5.61 ,114 ,22 ,300 ,319.58 ,0,0.00 ,319.58 ,0.00 ,13.54 ,306.04 ,95.76 ,0,NONE,103.13 ,32.86 ,316.36 ,3.22 ,1.02 
6/30/2025,CUST-003436,Volta,Youth,18 ,30 ,Corporate Sales,Basic,1,12.15 ,78 ,15 ,35 ,61.48 ,0,0.00 ,61.48 ,0.00 ,32.05 ,29.43 ,47.87 ,0,CMP-002,96.36 ,19.29 ,63.78 ,(2.30),(3.61)
6/30/2025,CUST-003453,Upper East,Mass Market,18 ,32 ,Retail Shop,Smart,1,4.79 ,68 ,14 ,100 ,113.44 ,0,0.00 ,113.44 ,0.00 ,12.29 ,101.15 ,89.17 ,0,CMP-005,101.14 ,19.82 ,120.11 ,(6.67),(5.55)
6/30/2025,CUST-003455,Western,Corporate,18 ,53 ,Digital,Smart,1,5.55 ,42 ,10 ,100 ,119.20 ,0,0.00 ,119.20 ,0.00 ,15.08 ,104.12 ,87.35 ,0,NONE,107.28 ,25.19 ,119.77 ,(0.57),(0.48)
6/30/2025,CUST-003460,Central,Mass Market,21 ,29 ,Retail Shop,Business,1,4.72 ,7 ,11 ,300 ,310.08 ,0,0.00 ,310.08 ,0.00 ,10.91 ,299.17 ,96.48 ,0,NONE,99.59 ,25.48 ,300.08 ,10.00 ,3.33 
6/30/2025,CUST-003462,Upper West,Youth,32 ,19 ,Agent,Data Plus,1,2.89 ,75 ,20 ,70 ,77.26 ,0,0.00 ,77.26 ,0.00 ,10.83 ,66.43 ,85.98 ,0,CMP-002,100.96 ,16.77 ,74.73 ,2.53 ,3.39 
6/30/2025,CUST-003528,Ashanti,Mass Market,41 ,44 ,Digital,Business,1,9.87 ,76 ,13 ,300 ,319.19 ,1,29.66 ,289.53 ,0.00 ,23.75 ,265.78 ,91.80 ,0,CMP-002,96.38 ,27.53 ,343.14 ,(53.61),(15.62)
6/30/2025,CUST-003577,Central,Corporate,24 ,50 ,Corporate Sales,Smart,1,2.16 ,73 ,20 ,100 ,110.07 ,1,21.54 ,88.53 ,0.00 ,9.24 ,79.29 ,89.56 ,0,NONE,105.41 ,20.22 ,107.20 ,(18.67),(17.42)
6/30/2025,CUST-003583,Bono,Youth,46 ,36 ,Retail Shop,Smart,1,1.53 ,33 ,17 ,100 ,103.71 ,0,0.00 ,103.71 ,0.00 ,5.12 ,98.59 ,95.06 ,0,CMP-001,94.59 ,22.40 ,100.82 ,2.89 ,2.87 
6/30/2025,CUST-003587,Volta,Mass Market,26 ,37 ,Agent,Smart,1,3.22 ,16 ,21 ,100 ,108.81 ,1,14.38 ,94.43 ,0.00 ,9.33 ,85.10 ,90.12 ,0,NONE,109.35 ,19.95 ,117.54 ,(23.11),(19.66)
6/30/2025,CUST-003591,Greater Accra,Professional,41 ,84 ,Retail Shop,Smart,1,1.29 ,54 ,22 ,100 ,103.90 ,0,0.00 ,103.90 ,0.00 ,6.60 ,97.30 ,93.65 ,0,NONE,95.19 ,33.99 ,100.67 ,3.23 ,3.21 
6/30/2025,CUST-003595,Greater Accra,SME,30 ,50 ,Call Centre,Data Plus,1,7.58 ,157 ,22 ,70 ,92.00 ,0,0.00 ,92.00 ,0.00 ,22.38 ,69.62 ,75.67 ,0,NONE,105.95 ,33.41 ,93.83 ,(1.83),(1.95)
6/30/2025,CUST-003599,Greater Accra,Youth,32 ,52 ,Agent,Smart,0,4.00 ,105 ,16 ,100 ,113.49 ,1,17.35 ,96.14 ,0.00 ,12.65 ,83.49 ,86.84 ,1,CMP-004,101.49 ,32.55 ,112.62 ,(16.48),(14.63)
6/30/2025,CUST-003608,Western,Youth,18 ,26 ,Corporate Sales,Data Plus,1,1.00 ,117 ,18 ,70 ,76.17 ,0,0.00 ,76.17 ,0.00 ,8.47 ,67.70 ,88.88 ,0,CMP-004,95.77 ,20.87 ,81.00 ,(4.83),(5.96)
6/30/2025,CUST-003622,Ashanti,Youth,20 ,48 ,Call Centre,Premium,1,4.34 ,64 ,10 ,160 ,173.07 ,0,0.00 ,173.07 ,0.00 ,15.56 ,157.51 ,91.01 ,0,NONE,103.05 ,25.42 ,174.87 ,(1.80),(1.03)
6/30/2025,CUST-003625,Greater Accra,Mass Market,23 ,31 ,Retail Shop,Data Plus,1,3.22 ,34 ,22 ,70 ,77.61 ,1,11.85 ,65.76 ,0.00 ,14.57 ,51.19 ,77.84 ,0,NONE,88.30 ,32.18 ,83.25 ,(17.49),(21.01)
6/30/2025,CUST-003636,Upper East,Professional,49 ,7 ,Corporate Sales,Smart,1,10.92 ,45 ,12 ,100 ,130.30 ,0,0.00 ,130.30 ,0.00 ,31.66 ,98.64 ,75.70 ,0,NONE,98.27 ,17.13 ,138.26 ,(7.96),(5.76)
6/30/2025,CUST-003648,Northern,Mass Market,18 ,26 ,Agent,Basic,1,2.07 ,35 ,10 ,35 ,41.05 ,0,0.00 ,41.05 ,0.00 ,7.77 ,33.28 ,81.07 ,0,NONE,105.14 ,20.99 ,42.20 ,(1.15),(2.73)
6/30/2025,CUST-003666,Volta,Youth,56 ,84 ,Agent,Basic,1,1.29 ,5 ,14 ,35 ,38.10 ,0,0.00 ,38.10 ,0.00 ,7.30 ,30.80 ,80.84 ,0,NONE,111.12 ,23.32 ,42.19 ,(4.09),(9.69)
6/30/2025,CUST-003678,Bono,Youth,37 ,53 ,Retail Shop,Smart,1,2.54 ,80 ,19 ,100 ,111.49 ,0,0.00 ,111.49 ,0.00 ,9.16 ,102.33 ,91.78 ,0,CMP-001,95.75 ,19.94 ,115.93 ,(4.44),(3.83)
6/30/2025,CUST-003686,Greater Accra,Professional,35 ,34 ,Agent,Basic,1,0.93 ,11 ,17 ,35 ,37.80 ,0,0.00 ,37.80 ,0.00 ,4.36 ,33.44 ,88.47 ,0,NONE,106.23 ,30.53 ,39.65 ,(1.85),(4.67)
6/30/2025,CUST-003697,Greater Accra,Youth,33 ,47 ,Retail Shop,Data Plus,1,1.15 ,176 ,14 ,70 ,82.08 ,1,11.48 ,70.60 ,0.00 ,8.83 ,61.77 ,87.49 ,0,NONE,86.64 ,31.85 ,81.55 ,(10.95),(13.43)
6/30/2025,CUST-003730,Bono,SME,32 ,20 ,Digital,Premium,1,5.39 ,43 ,20 ,160 ,173.49 ,1,18.72 ,154.77 ,0.00 ,12.52 ,142.25 ,91.91 ,0,NONE,96.81 ,21.27 ,174.85 ,(20.08),(11.48)
6/30/2025,CUST-003746,Western,Corporate,18 ,70 ,Retail Shop,Data Plus,1,5.12 ,17 ,10 ,70 ,80.58 ,0,0.00 ,80.58 ,0.00 ,14.52 ,66.06 ,81.98 ,0,CMP-001,98.11 ,26.09 ,80.35 ,0.23 ,0.29 
6/30/2025,CUST-003747,Western,SME,60 ,40 ,Digital,Data Plus,1,4.16 ,33 ,15 ,70 ,81.41 ,0,0.00 ,81.41 ,0.00 ,14.11 ,67.30 ,82.67 ,0,CMP-005,94.78 ,20.78 ,89.36 ,(7.95),(8.90)
6/30/2025,CUST-003759,Greater Accra,Mass Market,39 ,30 ,Digital,Data Plus,1,2.61 ,67 ,18 ,70 ,78.83 ,0,0.00 ,78.83 ,0.00 ,11.71 ,67.12 ,85.15 ,0,NONE,96.04 ,34.87 ,82.57 ,(3.74),(4.53)
6/30/2025,CUST-003813,Greater Accra,Corporate,58 ,22 ,Retail Shop,Data Plus,1,4.41 ,145 ,23 ,70 ,84.83 ,1,7.86 ,76.97 ,0.00 ,15.51 ,61.46 ,79.85 ,0,CMP-004,92.60 ,29.81 ,82.78 ,(5.81),(7.02)
6/30/2025,CUST-003817,Greater Accra,Professional,58 ,45 ,Retail Shop,Smart,1,12.35 ,89 ,17 ,100 ,141.79 ,0,0.00 ,141.79 ,0.00 ,23.04 ,118.75 ,83.75 ,0,NONE,97.54 ,30.89 ,136.83 ,4.96 ,3.62 
6/30/2025,CUST-003818,Greater Accra,Mass Market,30 ,10 ,Agent,Smart,1,1.47 ,40 ,17 ,100 ,106.07 ,0,0.00 ,106.07 ,0.00 ,8.91 ,97.16 ,91.60 ,0,NONE,102.32 ,36.30 ,106.40 ,(0.33),(0.31)
6/30/2025,CUST-003833,Greater Accra,SME,49 ,76 ,Retail Shop,Business,1,18.75 ,82 ,22 ,300 ,339.34 ,0,0.00 ,339.34 ,0.00 ,48.84 ,290.50 ,85.61 ,0,NONE,99.36 ,34.68 ,339.58 ,(0.24),(0.07)
6/30/2025,CUST-003847,Ashanti,Youth,18 ,34 ,Corporate Sales,Basic,1,2.70 ,50 ,17 ,35 ,43.14 ,0,0.00 ,43.14 ,0.00 ,10.84 ,32.30 ,74.87 ,0,CMP-005,102.29 ,26.86 ,42.49 ,0.65 ,1.53 
6/30/2025,CUST-003859,Volta,Professional,36 ,10 ,Partner,Smart,1,3.79 ,203 ,13 ,100 ,118.06 ,0,0.00 ,118.06 ,0.00 ,13.21 ,104.85 ,88.81 ,0,CMP-001,109.09 ,20.66 ,115.53 ,2.53 ,2.19 
6/30/2025,CUST-003860,Eastern,Youth,43 ,23 ,Corporate Sales,Basic,1,0.64 ,101 ,17 ,35 ,39.72 ,0,0.00 ,39.72 ,0.00 ,4.94 ,34.78 ,87.56 ,0,CMP-005,98.37 ,24.34 ,39.89 ,(0.17),(0.43)
6/30/2025,CUST-003875,Eastern,Professional,41 ,21 ,Retail Shop,Smart,1,0.55 ,111 ,16 ,100 ,107.44 ,1,16.34 ,91.10 ,0.00 ,6.79 ,84.31 ,92.55 ,0,CMP-004,100.24 ,27.54 ,105.88 ,(14.78),(13.96)
6/30/2025,CUST-003877,Greater Accra,Corporate,53 ,42 ,Retail Shop,Data Plus,1,6.53 ,90 ,13 ,70 ,92.51 ,0,0.00 ,92.51 ,0.00 ,17.88 ,74.63 ,80.67 ,0,NONE,107.15 ,33.83 ,91.84 ,0.67 ,0.73 
6/30/2025,CUST-003886,Greater Accra,Youth,38 ,31 ,Retail Shop,Data Plus,1,8.52 ,50 ,17 ,70 ,93.63 ,1,8.98 ,84.65 ,0.00 ,18.15 ,66.50 ,78.56 ,0,NONE,108.79 ,34.81 ,90.55 ,(5.90),(6.52)
6/30/2025,CUST-003893,Ahafo,Professional,25 ,49 ,Partner,Business,1,8.26 ,200 ,19 ,300 ,332.15 ,1,26.70 ,305.45 ,0.00 ,18.78 ,286.67 ,93.85 ,0,CMP-001,102.35 ,18.59 ,342.79 ,(37.34),(10.89)
6/30/2025,CUST-003895,Eastern,Youth,18 ,53 ,Retail Shop,Basic,1,1.44 ,34 ,29 ,35 ,39.40 ,0,0.00 ,39.40 ,0.00 ,7.22 ,32.18 ,81.68 ,0,NONE,97.20 ,25.32 ,43.94 ,(4.54),(10.33)
6/30/2025,CUST-003907,Northern,Corporate,54 ,62 ,Retail Shop,Data Plus,1,3.44 ,126 ,17 ,70 ,81.76 ,0,0.00 ,81.76 ,0.00 ,13.77 ,67.99 ,83.16 ,0,CMP-003,95.31 ,19.27 ,89.90 ,(8.14),(9.05)
6/30/2025,CUST-003920,Greater Accra,Youth,48 ,39 ,Agent,Smart,1,15.04 ,52 ,19 ,100 ,136.31 ,0,0.00 ,136.31 ,0.00 ,22.12 ,114.19 ,83.77 ,0,NONE,98.36 ,31.77 ,141.43 ,(5.12),(3.62)
6/30/2025,CUST-003955,Greater Accra,Corporate,41 ,23 ,Corporate Sales,Smart,1,2.48 ,43 ,17 ,100 ,107.18 ,1,7.18 ,100.00 ,0.00 ,11.34 ,88.66 ,88.66 ,0,NONE,94.10 ,29.67 ,115.32 ,(15.32),(13.28)
6/30/2025,CUST-003957,Greater Accra,SME,28 ,78 ,Retail Shop,Data Plus,1,3.69 ,39 ,14 ,70 ,80.09 ,0,0.00 ,80.09 ,0.00 ,12.90 ,67.19 ,83.89 ,0,NONE,98.10 ,32.55 ,85.25 ,(5.16),(6.05)
6/30/2025,CUST-004019,Greater Accra,Professional,40 ,31 ,Agent,Premium,1,7.62 ,172 ,19 ,160 ,190.25 ,0,0.00 ,190.25 ,0.00 ,22.45 ,167.80 ,88.20 ,0,CMP-005,101.39 ,34.40 ,205.51 ,(15.26),(7.43)
6/30/2025,CUST-004032,Northern,Mass Market,26 ,51 ,Retail Shop,Smart,1,2.63 ,204 ,19 ,100 ,117.07 ,0,0.00 ,117.07 ,0.00 ,13.44 ,103.63 ,88.52 ,0,CMP-003,94.86 ,16.31 ,122.26 ,(5.19),(4.25)
6/30/2025,CUST-004063,Greater Accra,Youth,44 ,50 ,Agent,Business,1,15.12 ,181 ,16 ,300 ,335.27 ,0,0.00 ,335.27 ,0.00 ,37.50 ,297.77 ,88.81 ,0,CMP-002,104.22 ,31.78 ,364.00 ,(28.73),(7.89)
6/30/2025,CUST-004065,Volta,Mass Market,38 ,12 ,Agent,Basic,1,1.10 ,13 ,13 ,35 ,38.71 ,0,0.00 ,38.71 ,0.00 ,5.43 ,33.28 ,85.97 ,0,NONE,105.70 ,21.13 ,41.21 ,(2.50),(6.07)
6/30/2025,CUST-004089,Volta,Professional,36 ,29 ,Retail Shop,Smart,1,6.42 ,119 ,22 ,100 ,125.76 ,0,0.00 ,125.76 ,0.00 ,16.39 ,109.37 ,86.97 ,0,CMP-002,100.87 ,20.00 ,127.73 ,(1.97),(1.54)
6/30/2025,CUST-004099,Bono,Mass Market,48 ,62 ,Agent,Smart,1,10.69 ,43 ,14 ,100 ,124.53 ,0,0.00 ,124.53 ,0.00 ,23.16 ,101.37 ,81.40 ,0,CMP-002,96.68 ,19.30 ,137.47 ,(12.94),(9.41)
6/30/2025,CUST-004099,Ashanti,Professional,31 ,8 ,Corporate Sales,Smart,1,2.23 ,62 ,25 ,100 ,107.66 ,0,0.00 ,107.66 ,0.00 ,10.18 ,97.48 ,90.54 ,0,CMP-001,96.54 ,28.90 ,120.45 ,(12.79),(10.62)
6/30/2025,CUST-004136,Greater Accra,Mass Market,20 ,49 ,Agent,Data Plus,1,4.52 ,34 ,20 ,70 ,81.01 ,0,0.00 ,81.01 ,0.00 ,13.03 ,67.98 ,83.92 ,0,NONE,90.08 ,33.08 ,82.33 ,(1.32),(1.60)
6/30/2025,CUST-004197,Eastern,Youth,50 ,21 ,Digital,Business,1,10.37 ,120 ,11 ,300 ,324.49 ,0,0.00 ,324.49 ,0.00 ,27.35 ,297.14 ,91.57 ,0,CMP-003,95.18 ,22.48 ,325.05 ,(0.56),(0.17)
6/30/2025,CUST-004199,Ashanti,SME,20 ,56 ,Digital,Basic,1,3.37 ,12 ,21 ,35 ,45.15 ,1,4.06 ,41.09 ,0.00 ,10.70 ,30.39 ,73.96 ,0,CMP-004,94.77 ,27.46 ,43.84 ,(2.75),(6.27)
6/30/2025,CUST-004215,Eastern,Mass Market,24 ,44 ,Digital,Basic,1,0.70 ,87 ,19 ,35 ,41.35 ,0,0.00 ,41.35 ,0.00 ,7.62 ,33.73 ,81.57 ,0,CMP-004,95.91 ,23.79 ,44.07 ,(2.72),(6.17)
6/30/2025,CUST-004235,Volta,Mass Market,18 ,39 ,Agent,Data Plus,1,2.32 ,54 ,17 ,70 ,78.35 ,0,0.00 ,78.35 ,0.00 ,11.06 ,67.29 ,85.88 ,0,NONE,93.89 ,25.07 ,80.13 ,(1.78),(2.22)
6/30/2025,CUST-004249,Greater Accra,Youth,27 ,51 ,Digital,Basic,1,0.52 ,35 ,22 ,35 ,37.97 ,0,0.00 ,37.97 ,0.00 ,4.11 ,33.86 ,89.18 ,0,CMP-005,91.59 ,32.50 ,37.86 ,0.11 ,0.29 
6/30/2025,CUST-004287,Ahafo,Corporate,31 ,84 ,Agent,Smart,1,2.93 ,62 ,16 ,100 ,109.55 ,1,23.09 ,86.46 ,0.00 ,10.28 ,76.18 ,88.11 ,0,NONE,98.56 ,22.80 ,121.18 ,(34.72),(28.65)
6/30/2025,CUST-004328,Central,Mass Market,23 ,45 ,Retail Shop,Business,1,7.01 ,81 ,11 ,300 ,313.81 ,0,0.00 ,313.81 ,0.00 ,15.43 ,298.38 ,95.08 ,0,CMP-004,97.80 ,20.82 ,346.71 ,(32.90),(9.49)
6/30/2025,CUST-004328,Bono,Mass Market,31 ,6 ,Agent,Premium,1,3.07 ,84 ,14 ,160 ,169.73 ,1,27.99 ,141.74 ,0.00 ,9.79 ,131.95 ,93.09 ,0,NONE,107.03 ,22.34 ,168.17 ,(26.43),(15.72)
6/30/2025,CUST-004335,Northern,Professional,38 ,84 ,Corporate Sales,Business,1,3.76 ,72 ,19 ,300 ,312.26 ,0,0.00 ,312.26 ,0.00 ,13.96 ,298.30 ,95.53 ,0,NONE,105.09 ,21.65 ,323.22 ,(10.96),(3.39)
6/30/2025,CUST-004337,Upper East,Professional,43 ,52 ,Corporate Sales,Premium,1,6.95 ,60 ,22 ,160 ,182.39 ,0,0.00 ,182.39 ,0.00 ,20.35 ,162.04 ,88.84 ,0,NONE,99.42 ,14.94 ,179.98 ,2.41 ,1.34 
6/30/2025,CUST-004348,Volta,Youth,39 ,47 ,Agent,Data Plus,1,2.78 ,49 ,20 ,70 ,78.24 ,1,14.89 ,63.35 ,0.00 ,7.50 ,55.85 ,88.16 ,0,CMP-001,101.68 ,19.10 ,77.92 ,(14.57),(18.70)
6/30/2025,CUST-004353,Upper East,Professional,32 ,44 ,Retail Shop,Premium,1,5.26 ,124 ,18 ,160 ,179.15 ,1,8.42 ,170.73 ,0.00 ,17.74 ,152.99 ,89.61 ,0,NONE,102.94 ,18.13 ,195.44 ,(24.71),(12.64)
6/30/2025,CUST-004360,Central,Professional,46 ,23 ,Retail Shop,Data Plus,1,0.83 ,64 ,20 ,70 ,73.33 ,1,16.86 ,56.47 ,0.00 ,6.18 ,50.29 ,89.06 ,0,CMP-004,98.50 ,22.01 ,74.45 ,(17.98),(24.15)
6/30/2025,CUST-004381,Ashanti,Professional,25 ,2 ,Partner,Data Plus,1,1.53 ,114 ,13 ,70 ,79.43 ,0,0.00 ,79.43 ,50.18 ,9.31 ,19.94 ,25.10 ,0,NONE,96.48 ,28.72 ,80.59 ,(1.16),(1.44)
6/30/2025,CUST-004387,Ashanti,Youth,21 ,48 ,Retail Shop,Data Plus,1,8.12 ,19 ,16 ,70 ,86.71 ,1,3.66 ,83.05 ,0.00 ,15.08 ,67.97 ,81.84 ,0,CMP-004,94.63 ,26.48 ,94.37 ,(11.32),(12.00)
